,uid,bid,rating
517852,125519,0316603287,7
517854,125519,0316693006,9
517855,125519,0316693200,9
517856,125519,0316693286,8
517876,125519,038550120X,9
517878,125519,0385503822,8
517888,125519,0399144463,10
517892,125519,044021145X,10
517893,125519,0440213525,10
517894,125519,0440214041,10
517896,125519,0440220602,8
517898,125519,0440224764,8
517899,125519,0440225701,9
517900,125519,0440234743,8
517904,125519,044023722X,8
517908,125519,0446364193,8
517912,125519,0446601241,9
517914,125519,0446604801,7
517915,125519,0446605484,8
517923,125519,0446609404,10
517924,125519,0446610038,10
517928,125519,0446612545,8
517932,125519,0446677450,9
517949,125519,0525947299,10
517953,125519,0553272535,10
517958,125519,0553584510,9
517959,125519,0670880728,10
517961,125519,0671004573,8
517965,125519,0671568175,8
517967,125519,067169507X,10
517971,125519,0671793489,8
517974,125519,0671867091,9
517976,125519,0671867156,7
517981,125519,0679720200,8
518030,125519,0894808249,10
518046,125519,155874262X,10
518049,125519,1558744630,10
518058,125519,1878424319,10
518079,125538,0375705856,9
518084,125538,038542017X,7
518086,125538,0440212561,8
518087,125538,0440215625,7
518089,125538,0440217563,5
518094,125538,0671036505,5
518324,125692,0060096195,7
518344,125692,0140293248,8
518913,125692,0385335482,7
518917,125692,0385479565,10
518930,125692,042510107X,5
518936,125692,0425132048,5
518944,125692,0425162443,9
518950,125692,043936213X,10
518992,125692,0446606812,9
519002,125692,0449219364,7
519031,125692,0451203895,6
519149,125692,0679746048,9
519157,125692,0743418174,9
519172,125692,080410526X,8
519300,125736,0060930187,10
519302,125736,0064472272,10
519329,125736,0380814021,10
519330,125736,0385335482,10
519331,125736,0385335881,10
519335,125736,0385729332,8
519340,125736,0446310786,10
519479,125774,0142001805,10
519535,125774,0345325818,10
519543,125774,0345339711,10
519559,125774,0373218036,8
519582,125774,0373484224,9
519625,125774,0385503954,10
519703,125774,0446670111,8
519753,125774,051512317X,9
519757,125774,0515126772,8
519758,125774,0515127833,8
519776,125774,0552998001,8
519818,125774,0618002219,10
519819,125774,0618002227,10
519840,125774,068484267X,10
519841,125774,0684848783,10
519937,125774,140003065X,9
519947,125774,1573229571,7
520224,125892,0345391802,8
520225,125892,0345391810,8
520226,125892,0380002930,10
520234,125892,0446310786,9
520239,125892,0812550706,10
520311,125928,0316569321,5
520312,125928,0375406530,7
520314,125928,0425092917,6
520323,125928,0451176464,8
520328,125928,0553211404,8
520331,125928,0553260111,8
520337,125928,0671510053,8
520340,125928,0671727583,4
520342,125928,067976402X,9
520344,125928,080213825X,5
520346,125928,0804106304,8
520632,126196,0060987561,9
520638,126196,0312305060,5
520641,126196,0316781010,7
520644,126196,0375727345,7
520649,126196,0380731851,8
520652,126196,0385337116,8
520653,126196,0385475721,5
520663,126196,044023722X,5
520673,126196,0525946829,8
520678,126196,0553581554,8
520680,126196,0553582135,8
520681,126196,0553582143,8
520686,126196,0553586122,8
520688,126196,0670894605,8
520690,126196,0671027573,8
520696,126196,074322535X,8
520698,126196,0743237188,6
520700,126196,0743411250,6
520708,126196,0786867647,8
520710,126196,1400034779,6
520717,126196,1551668998,9
520772,126240,0345361792,10
520774,126240,0345387651,10
520778,126240,0385512104,5
520786,126240,0553268880,10
520789,126240,0609608444,8
520836,126296,0060008032,8
520844,126296,0062502182,7
520854,126296,0099771519,10
520865,126296,0140298479,8
520870,126296,0312274920,8
520873,126296,0316666343,9
520884,126296,0330332775,8
520897,126296,0345402871,8
520900,126296,0345446860,8
520904,126296,0375703861,7
520907,126296,0385512104,7
520913,126296,0425192733,7
520921,126296,0440236703,8
520922,126296,044023722X,6
520923,126296,0440414806,9
520926,126296,0446607657,10
520929,126296,0451166892,9
520939,126296,0553280368,7
520949,126296,0590660543,8
520952,126296,0684848783,7
520960,126296,0743418174,8
520978,126296,0804111359,9
520980,126296,0812570944,9
521081,126388,0060938455,8
521082,126388,0312924585,9
521084,126388,0345325818,7
521085,126388,0345339681,10
521086,126388,0345339703,10
521087,126388,0345339711,10
521088,126388,0345339738,10
521089,126388,0345354621,9
521090,126388,0345370775,9
521091,126388,0345378482,9
521092,126388,0345380371,9
521109,126388,0385497466,8
521118,126388,0439139600,6
521119,126388,0440206154,10
521121,126388,0451156609,8
521122,126388,0451169514,9
521124,126388,0452283442,7
521127,126388,0553582755,10
521136,126388,0743206029,9
521137,126388,0743436210,8
521139,126388,0812550706,10
521153,126395,0060976845,6
521155,126395,0142001740,9
521157,126395,0312966091,8
521158,126395,0312966970,9
521159,126395,0312971346,9
521161,126395,0312976275,9
521164,126395,0312990456,9
521169,126395,043936213X,10
521185,126395,0446613436,9
521358,126492,0060928336,6
521359,126492,0060929871,10
521367,126492,0064407667,10
521368,126492,0064407675,10
521388,126492,0312924585,10
521395,126492,0345313860,9
521396,126492,0345337662,10
521397,126492,0345351525,8
521399,126492,0345384369,10
521400,126492,0345384466,10
521401,126492,034538475X,7
521404,126492,0345404114,8
521405,126492,0345409671,7
521407,126492,0345413881,8
521408,126492,0345422384,7
521413,126492,0345444884,10
521418,126492,0375504397,10
521429,126492,0385424728,7
521430,126492,0385424736,7
521431,126492,0385472951,8
521432,126492,0385490992,8
521433,126492,0385503822,7
521435,126492,0385508042,7
521436,126492,0385510438,7
521437,126492,0385511612,3
521446,126492,0399501487,9
521450,126492,042510107X,7
521464,126492,0440206154,7
521465,126492,044021145X,8
521466,126492,0440211727,7
521468,126492,0440213525,6
521469,126492,0440214041,8
521471,126492,0440221471,8
521472,126492,0440224675,8
521475,126492,0440236673,7
521483,126492,0446612790,4
521486,126492,0451137965,8
521489,126492,0451142934,7
521491,126492,0451151259,8
521492,126492,0451153553,10
521493,126492,0451155750,7
521494,126492,0451156609,7
521496,126492,0451161351,5
521497,126492,0451167317,7
521499,126492,0451169530,10
521500,126492,0451170385,7
521501,126492,0451176464,6
521504,126492,0451188454,10
521520,126492,0553260111,10
521553,126492,0670839531,9
521554,126492,0670844527,8
521556,126492,0670858692,10
521557,126492,0670868361,10
521560,126492,0671021001,8
521562,126492,067102423X,10
521563,126492,0671024248,9
521565,126492,0671041789,10
521585,126492,0684833395,10
521587,126492,0684853523,8
521592,126492,0743211375,5
521593,126492,0743211383,10
521594,126492,0743235150,10
521596,126492,074343627X,10
521878,126604,0060391626,6
521879,126604,0060392452,8
521885,126604,0060938455,10
521892,126604,0064407675,9
521902,126604,014028009X,5
521911,126604,031205436X,7
521914,126604,0312195516,7
521917,126604,0316284955,9
521921,126604,0316779237,9
521923,126604,0345427637,4
521947,126604,0385494246,9
521953,126604,0393317552,5
521968,126604,0446670111,7
521971,126604,0449002632,5
521972,126604,0449005615,10
522000,126604,0679735909,7
522003,126604,0679781587,8
522015,126604,0767902521,7
522016,126604,076790382X,6
522040,126604,0805063889,7
522207,126693,0060930535,10
522210,126693,0061015725,9
522224,126693,0316788228,7
522227,126693,0345301110,7
522236,126693,0373218400,7
522262,126693,0385492081,10
522271,126693,0425121259,7
522276,126693,0425166619,9
522278,126693,043935806X,10
522285,126693,0440241073,8
522286,126693,044651652X,10
522304,126693,0452282152,9
522312,126693,051512608X,10
522329,126693,0553576801,8
522330,126693,0553584510,8
522339,126693,067697175X,10
522368,126693,0971880107,1
522442,126697,0439064872,10
522460,126697,0553272535,10
522465,126697,059035342X,10
522490,126697,0842329129,8
522491,126697,0842329218,8
522559,126726,0345384369,7
522564,126726,0375727345,9
522569,126726,0385720106,9
522585,126726,0446365386,8
522605,126726,0553580930,7
522609,126726,0671042262,9
522690,126736,0345370805,4
522691,126736,0345384369,6
522694,126736,0345391055,6
522697,126736,0345404114,5
522725,126736,0374281602,5
522752,126736,0399143947,6
522755,126736,0399146253,7
522762,126736,0425144429,4
522765,126736,0425155404,5
522766,126736,0425166619,5
522768,126736,0425180638,7
522774,126736,0439064872,5
522782,126736,044021145X,6
522784,126736,0440211727,6
522786,126736,0440213525,6
522790,126736,0440220602,5
522792,126736,044022165X,6
522810,126736,0446601241,8
522817,126736,0446608815,5
522876,126736,0515133973,5
522899,126736,055356451X,4
522905,126736,0553572997,5
522917,126736,059035342X,5
522982,126736,0671004565,4
522995,126736,0671525743,5
523046,126736,0765341972,5
523058,126736,0804111359,5
523156,126736,1559029838,6
523332,126812,0345447840,8
523338,126812,0440226430,5
523339,126812,044651652X,1
523340,126812,0446673544,2
523345,126812,067102423X,8
523348,126812,0671894455,2
523365,126814,0345313860,5
523366,126814,0345337662,6
523371,126814,0439064872,10
523378,126814,0515095826,7
523386,126814,0618129022,5
523405,126814,0875421180,10
523636,126903,0070212570,8
523637,126903,0142000205,7
523643,126903,0316601950,7
523644,126903,0316666343,9
523658,126903,038542471X,7
523659,126903,0385505833,5
523670,126903,0446605239,5
523681,126903,0553279912,7
523682,126903,0553380095,8
523684,126903,0671004530,7
523874,127024,0312982518,8
523885,127024,0440220602,7
523889,127024,0446608262,8
523897,127024,0671758896,5
523900,127024,0971880107,1
524030,127049,0060175400,10
524031,127049,0060938455,8
524032,127049,0060977493,7
524034,127049,031242227X,9
524035,127049,0316780812,8
524036,127049,0345443284,7
524037,127049,0375725784,8
524038,127049,0380813815,8
524040,127049,0385484518,5
524041,127049,0385492081,10
524042,127049,0385504209,5
524044,127049,0440219078,9
524158,127129,006101351X,5
524167,127129,0312979096,8
524169,127129,0316899984,8
524180,127129,0345439104,9
524224,127129,0440211263,8
524235,127129,0446610100,8
524236,127129,0446611867,9
524265,127129,0671038184,6
524266,127129,0671510053,6
524329,127131,0062502182,9
524331,127131,0142001805,8
524333,127131,0316780375,9
524335,127131,0330332775,6
524346,127131,0385336179,9
524365,127131,0552998486,9
524519,127190,0316666009,8
524520,127190,0385497466,10
524521,127190,0385511612,7
524528,127190,0425121259,10
524534,127190,0553802496,10
524538,127190,0743206029,9
524573,127200,0061000175,8
524583,127200,0061097861,8
524726,127200,0373218397,8
524861,127200,0425129586,7
525061,127200,0452283442,8
525153,127200,0553569155,7
525158,127200,0553573136,9
525169,127200,059035342X,9
525263,127200,0679751602,8
525431,127200,0894808249,8
525470,127200,1558744150,9
525660,127233,0060976845,8
525733,127233,014028009X,8
525789,127233,0312195516,9
526076,127233,0385336179,6
526090,127233,0385505833,4
526094,127233,0385511612,5
526097,127233,0385722435,9
526123,127233,0399149325,6
526129,127233,0425083837,6
526130,127233,0425109720,8
526200,127233,043935806X,8
526235,127233,0440241162,8
526274,127233,0446607657,8
526350,127233,0451197747,8
526485,127233,0609804138,9
526576,127233,0679441018,8
526591,127233,0684814994,5
526602,127233,0684857820,8
526705,127233,076790382X,10
527131,127359,0060096195,8
527205,127359,014025448X,9
527221,127359,0142001430,9
527229,127359,0156006529,7
527258,127359,0316168688,8
527262,127359,0316602051,6
527281,127359,034541389X,7
527296,127359,0373250126,7
527376,127359,0385335881,6
527378,127359,0385497466,6
527381,127359,0385722206,8
527402,127359,0413537900,9
527451,127359,0440235596,6
527474,127359,0441003257,9
527485,127359,0446604658,7
527495,127359,0449005615,9
527508,127359,0451191145,9
527545,127359,0553250426,8
527623,127359,0671683993,8
527661,127359,0689817851,7
527706,127359,0743418204,7
527745,127359,0805063897,8
529422,127432,0061009059,8
529423,127432,0312966091,9
529424,127432,0312966970,10
529425,127432,0312971346,10
529426,127432,0312976275,9
529427,127432,0312980140,10
529428,127432,0671001795,9
529501,127481,0375413634,6
529503,127481,0375727345,8
529504,127481,0385484518,8
529508,127481,0446679593,5
529511,127481,0553272535,8
529522,127481,0786868716,8
529733,127621,0375700757,8
529734,127621,0380731851,8
529735,127621,038542017X,9
529738,127621,0425182908,4
529740,127621,044023722X,9
529742,127621,0446613436,6
530041,127826,0061097101,9
530046,127826,0140254544,7
530050,127826,0151008116,7
530055,127826,031205436X,6
530064,127826,0316788228,9
530090,127826,0385492081,9
530095,127826,042511774X,5
530096,127826,0425129586,9
530101,127826,044021145X,8
530103,127826,0440213290,7
530106,127826,044022165X,8
530107,127826,0440223202,8
530108,127826,0440224594,7
530109,127826,0440224764,8
530122,127826,0446675059,8
530131,127826,0451203771,8
530147,127826,0553278355,7
530161,127826,0671004107,7
530171,127826,067976402X,7
530176,127826,0740704818,10
530188,127826,080411868X,7
530191,127826,0812550706,9
530197,127826,0877017883,10
530289,127893,014028009X,6
530290,127893,0140293248,6
530291,127893,0312243022,6
530292,127893,0312291639,5
530294,127893,0375707972,7
530296,127893,0440222656,8
530327,127914,0060959037,8
530353,127914,031242227X,7
530409,127914,042511774X,8
530457,127914,0451166582,10
530486,127914,0553278223,10
530528,127914,0767907817,8
530532,127914,0786868619,10
530538,127914,0804114986,9
530697,128014,0446612545,7
530698,128014,0451184963,8
530700,128014,0553579754,8
530701,128014,0671011375,8
530703,128014,0743467523,7
530840,128045,0312195516,9
530847,128045,0316666343,9
530851,128045,0375705856,8
530861,128045,0440224624,9
530875,128045,0671036505,8
530880,128045,0679735909,9
530892,128045,1878424319,8
530924,128060,044021145X,10
530926,128060,0451197747,10
530941,128060,0679720200,10
530943,128060,0684801221,10
530945,128060,0743203631,10
531005,128085,0060928336,8
531021,128085,0312995423,9
531027,128085,0345413881,7
531028,128085,0345413903,8
531031,128085,0345435249,9
531032,128085,0345436911,9
531035,128085,0374199698,9
531039,128085,0375725784,7
531043,128085,0385334036,6
531046,128085,0385504209,10
531052,128085,0425178765,6
531054,128085,0425182878,10
531057,128085,0440224624,6
531060,128085,0441569595,7
531068,128085,0446610038,10
531078,128085,0449212602,8
531087,128085,0451188454,9
531125,128085,0671027360,9
531126,128085,0671027387,10
531128,128085,0671042262,3
531146,128085,0767902521,9
531156,128085,0842329218,5
531158,128085,0842329250,5
531194,128119,0156005891,8
531196,128119,0312243022,10
531197,128119,0312966091,8
531198,128119,0312966970,8
531199,128119,0312971346,8
531200,128119,0312976275,8
531201,128119,0312980140,8
531202,128119,0316569321,9
531204,128119,0374100128,10
531205,128119,0375703055,10
531213,128119,0451526341,9
531217,128119,0671001795,8
531223,128119,080411109X,7
531241,128122,0373218400,8
531249,128122,0446525502,10
531251,128122,0446605239,10
531255,128122,0515128554,10
531256,128122,0553582127,9
531257,128122,0553582135,10
531258,128122,0553586122,10
531367,128208,0345447840,9
531384,128208,0375760911,8
531396,128208,0385490992,9
531413,128208,0440213525,9
531417,128208,0440224764,9
531427,128208,0446532231,8
531437,128208,0446672211,10
531445,128208,0452268060,8
531615,128276,0345443284,5
531619,128276,0375726403,9
531626,128276,0679781587,10
531628,128276,0743237188,8
531633,128276,1573227331,5
531698,128325,0062502182,8
531701,128325,0142001740,9
531706,128325,0375502238,9
531712,128325,0385484518,9
531727,128325,0446310786,9
531728,128325,0446530522,9
531730,128325,0446610100,8
531743,128325,0609804138,7
531747,128325,0679439382,9
531755,128325,0743227441,9
531757,128325,0786868716,10
531762,128325,1400031354,8
531843,128332,0060740450,1
531845,128332,0156027321,5
531851,128332,0375700757,1
531861,128332,0425179885,6
531874,128332,0671027360,10
531892,128332,0971880107,4
531893,128332,1400031346,5
531972,128406,0440211727,5
531975,128406,0452283442,7
531976,128406,0553275976,5
531979,128406,0679457526,8
531981,128406,0679746048,5
531988,128406,1558531025,4
532026,128434,0060987529,6
532035,128434,0316776963,10
532041,128434,0393312836,7
532042,128434,0439139597,10
532043,128434,043935806X,10
532717,128696,0060928336,7
532745,128696,014028009X,8
532746,128696,014029628X,9
532754,128696,0142002267,9
532769,128696,0312924585,8
532783,128696,0345387651,8
532790,128696,0375400117,10
532791,128696,0375414053,9
532814,128696,0385474016,9
532815,128696,0385474547,8
532820,128696,0385722206,9
532876,128696,0553279912,8
532877,128696,0553280341,6
532885,128696,059035342X,10
532904,128696,0679745203,8
532914,128696,0684865742,8
532945,128696,0804111359,8
532970,128696,1573226521,10
533056,128732,0345386108,6
533057,128732,0345441036,9
533059,128732,042513525X,10
533063,128732,0440226430,9
533075,128732,0451176464,6
533077,128732,0451205421,9
533078,128732,0553279912,8
533082,128732,0553576798,8
533084,128732,0553580191,7
533086,128732,0553582747,9
533087,128732,0553582755,8
533233,128835,002542730X,8
533262,128835,0061000043,9
533284,128835,0064401847,9
533354,128835,0345348036,9
533358,128835,0345370775,8
533365,128835,0345392825,8
533369,128835,0345413350,9
533424,128835,0380727501,9
533440,128835,0385199570,9
533453,128835,0385479565,9
533455,128835,0385492081,9
533531,128835,0440211263,10
533542,128835,0440221595,9
533549,128835,0440439884,8
533552,128835,0440487617,9
533582,128835,0449003787,9
533612,128835,0449912558,9
533617,128835,0451155750,9
533618,128835,0451156609,8
533733,128835,0553279912,8
533788,128835,067102423X,9
533848,128835,0679751521,5
533876,128835,0743211383,9
533879,128835,074343627X,9
533938,128835,0874776945,9
534077,128915,0316693200,10
534080,128915,0399149325,7
534081,128915,042513525X,10
534085,128915,0446610038,9
534089,128915,0553579754,10
534090,128915,0553580191,10
534292,129008,0345438329,5
534293,129008,0345445848,9
534324,129008,0385492081,8
534353,129008,0439404371,8
534366,129008,0446605409,8
534375,129008,0446675059,10
534461,129008,0743224574,7
534641,129074,0142004235,10
534655,129074,0312306326,6
534712,129074,0345348109,9
534821,129074,0385484518,7
534879,129074,0439064872,8
534880,129074,0439136369,8
534981,129074,0446310786,10
535107,129074,0515095826,7
535211,129074,059035342X,8
535379,129074,0679731725,9
535565,129084,0060959037,9
535566,129084,006099486X,8
535571,129084,0142001740,10
535578,129084,0312924585,9
535585,129084,0345353145,10
535588,129084,0345417623,8
535594,129084,0380718340,8
535607,129084,0440226430,8
535609,129084,0441172717,10
535619,129084,0446601241,8
535621,129084,0446607193,8
535640,129084,0452282829,8
535646,129084,0515121843,8
535649,129084,0515131229,7
535651,129084,051513287X,6
535661,129084,0553579606,8
535664,129084,0671021001,8
535665,129084,0671510053,9
535677,129084,080411109X,9
535945,129338,0140293248,9
535946,129338,0345353145,8
535950,129338,0425107469,8
535952,129338,0425124347,8
535953,129338,0425128164,7
535957,129338,0425181103,8
535960,129338,0440998050,10
535961,129338,0451181379,9
535962,129338,0553580221,9
535963,129338,0553582747,10
538322,129368,0140293248,10
538324,129368,0312291639,8
538332,129368,0316780375,8
538345,129368,0385420161,9
538347,129368,0385474547,7
538379,129368,0688177859,8
538461,129393,0330332775,9
538466,129393,0380807343,10
538475,129393,0671880187,10
538480,129393,0812548051,10
538482,129393,1400032717,10
538685,129465,0425155404,6
538702,129465,0425179885,6
538788,129465,051513628X,7
538789,129465,0515136379,5
538813,129465,0671027387,9
538861,129465,1592400876,8
538874,129474,0312278586,7
538875,129474,0316666343,8
538883,129474,0446519138,10
538888,129474,0671021001,10
538890,129474,0804106304,9
538910,129489,0345387651,10
538915,129489,0399146253,10
538917,129489,0425119653,10
538918,129489,0425121631,8
538923,129489,0425151867,10
538925,129489,0425155404,10
538926,129489,0425161242,10
538927,129489,0425166619,10
538932,129489,0449006522,10
538939,129489,0553572326,10
538989,129503,014100018X,8
538992,129503,0156628708,8
538996,129503,0375504613,10
539011,129503,0425152251,8
539040,129503,0679723161,7
539056,129503,0743227441,8
539557,129690,0345441036,10
539578,129690,0452281903,10
539583,129690,051511992X,8
539597,129690,0671021001,10
539606,129690,0689817851,10
539619,129690,1558745157,10
539646,129716,0060248025,10
539662,129716,0060916508,10
539665,129716,0060929790,9
539692,129716,0062502182,10
539775,129716,0312195516,9
539785,129716,0316769487,9
539786,129716,0316777722,10
539787,129716,0316780375,7
539789,129716,0345301110,9
539790,129716,0345313860,9
539791,129716,0345337662,9
539792,129716,0345351525,8
539797,129716,0345384466,9
539798,129716,034538475X,8
539810,129716,0375406530,8
539830,129716,037582233X,10
539831,129716,0380002930,9
539900,129716,0399141146,10
539903,129716,0399146431,10
539904,129716,0399148027,6
539928,129716,0449212602,10
539943,129716,0451524934,10
539952,129716,0452264464,10
539953,129716,0452266564,9
540032,129716,0679441018,10
540042,129716,0679723161,10
540067,129716,0679781587,10
540070,129716,0684833395,10
540078,129716,0684874350,9
540408,129851,0060987103,8
540410,129851,006101351X,8
540471,129851,0316779237,10
540476,129851,0345337662,7
540478,129851,0345384466,6
540672,129851,0765341972,4
540695,129851,0805063897,10
540725,129851,0971880107,1
540802,129883,0140298479,6
540804,129883,0142001805,9
540808,129883,0312195516,5
540813,129883,0375700757,8
540814,129883,0385336179,7
540816,129883,0452282152,6
540819,129883,0679432477,8
541191,130166,031242227X,8
541192,130166,0375726403,8
541193,130166,0380731851,8
541195,130166,0439139600,9
541203,130166,0804114986,7
541204,130166,1558743669,6
541659,130438,0064400557,9
541680,130438,0375506039,6
541682,130438,0380731851,8
541737,130438,0553564528,8
541752,130438,0671038184,8
541928,130474,0316602906,9
541929,130474,0316603287,9
541932,130474,0316693006,10
541933,130474,0316693200,8
542120,130474,0375504397,8
542200,130474,0385493800,10
542204,130474,0385510438,10
542634,130474,0515136530,10
542768,130474,0553582763,10
542777,130474,0553801376,10
542784,130474,0553802496,9
542904,130474,0679459626,9
542928,130474,0743211375,6
543626,130570,031298328X,4
543637,130570,0373218397,7
543649,130570,0380814021,7
543670,130570,0440236673,7
543722,130570,0743437640,7
543758,130571,0060175400,8
543769,130571,0060934417,9
543772,130571,0060987103,6
543774,130571,0061009059,8
543805,130571,0312201656,9
543841,130571,0316666343,8
543842,130571,0316693200,5
543871,130571,0345446860,6
543872,130571,0345447840,8
543887,130571,0375705198,7
543888,130571,0375705856,9
543889,130571,0375706771,8
543914,130571,0380817691,8
543930,130571,0385486804,9
543931,130571,0385492081,9
543934,130571,038550120X,8
543962,130571,0425132048,9
543999,130571,0440221595,8
544036,130571,0446608262,9
544038,130571,0446610399,6
544043,130571,0446670111,7
544044,130571,0446672211,9
544060,130571,0449221512,8
544082,130571,0452282195,7
544092,130571,0515132020,5
544123,130571,0553284789,8
544131,130571,0553569155,9
544160,130571,0671011367,6
544197,130571,0684848783,7
544229,130571,0786868716,6
544243,130571,0805063897,8
544293,130571,1573228214,6
544311,130581,0316602906,9
544315,130581,0316693006,9
544317,130581,0316693235,10
544318,130581,0316693251,10
544319,130581,0316693286,9
544320,130581,0316693294,9
544325,130581,0446364193,10
544471,130658,0345465083,4
544473,130658,038082101X,5
544478,130658,0440221471,4
544479,130658,0440225701,3
544480,130658,0440241537,2
544481,130658,0446609323,6
544482,130658,0446611913,8
544485,130658,0446613266,7
544488,130658,0451208765,6
544568,130705,0060934913,9
544579,130705,0140298479,9
544580,130705,0140430725,9
544581,130705,0141000198,10
544603,130705,0375725784,10
544605,130705,0385315236,7
544611,130705,0440122090,6
544612,130705,0440211263,7
544613,130705,0446602612,7
544627,130705,0679751521,9
544635,130705,0743225082,8
544639,130705,0749397543,8
544728,130784,0345447840,8
544729,130784,0373218192,4
544730,130784,0440224764,5
544731,130784,0440234743,8
544732,130784,051512608X,7
544735,130784,0553578022,8
544853,130837,0345392825,10
544854,130837,037570504X,7
544857,130837,0380730138,5
544858,130837,0446310786,10
544859,130837,0449907481,9
544897,130847,0316666343,6
544898,130847,0345404114,9
544906,130847,0399501487,10
544913,130847,0446605239,10
544920,130847,0452266564,10
544973,130847,0894808249,10
545143,130950,037570504X,3
545144,130950,0380018179,8
545145,130950,038529929X,7
545148,130950,0399149325,10
545149,130950,0425107469,5
545156,130950,0553210793,9
545163,130950,0671027360,9
545165,130950,0671727796,9
545168,130950,0684848783,8
545169,130950,0684867621,8
545176,130950,0875421180,8
545301,131027,0060248025,7
545362,131027,0385474016,8
545388,131027,0446394521,9
545424,131027,0553262505,8
545473,131027,080410526X,7
545689,131046,0312966091,8
545692,131046,0312966970,8
545694,131046,0312971346,9
545698,131046,0312983271,7
545720,131046,0345339738,10
545731,131046,0345396936,8
546041,131046,0385504209,9
546043,131046,0385510438,7
546109,131046,0425172546,7
546188,131046,0446532231,9
546546,131046,1592400876,9
546778,131126,0151008116,10
546782,131126,0345422384,8
546787,131126,0451167317,9
546788,131126,0451169514,10
546789,131126,0451177096,8
546790,131126,0451184963,8
546791,131126,0451188462,8
546794,131126,0553274503,8
546800,131126,0679735771,10
546949,131154,0345339681,10
546950,131154,0345339703,10
546951,131154,0345339738,10
546959,131154,0446611867,8
546964,131154,0451191153,10
546977,131154,0553213105,10
546988,131154,0804106304,7
546989,131154,0842329129,8
546990,131154,0842329242,8
546991,131154,0842329269,8
547023,131182,0060987561,10
547024,131182,014028009X,10
547025,131182,0156005891,10
547026,131182,0316601950,10
547030,131182,0446672211,10
547033,131182,0688170528,10
547393,131402,0060008032,8
547398,131402,0060915544,10
547407,131402,0061009059,9
547624,131402,0140430725,9
547633,131402,0142001430,9
547869,131402,0425192725,7
548069,131402,0609804138,10
548388,131402,1857022424,5
548737,131510,0140440046,10
548738,131510,0380002930,10
548739,131510,0385424728,4
548740,131510,0385504209,7
548744,131510,0671027360,5
548826,131594,0060977493,9
548849,131594,0399149155,5
548852,131594,0425158616,5
548857,131594,0439064872,10
548936,131594,0971880107,9
548939,131594,1573225517,10
548970,131622,0156027321,9
548973,131622,0345337662,8
548981,131622,0425147584,10
548983,131622,0440224675,10
548986,131622,0441172717,10
548993,131622,0449212602,8
549000,131622,0553580221,7
549003,131622,0679781587,8
549021,131655,0060930187,5
549022,131655,0393312836,5
549024,131655,0446310786,9
549026,131655,0553272535,5
549027,131655,0684801523,5
549028,131655,0765341972,9
549388,131686,0060928336,5
549396,131686,0316284955,1
549397,131686,0316666343,8
549399,131686,0345301110,5
549400,131686,0345366239,9
549422,131686,067697175X,10
549423,131686,0679419462,6
549989,131855,0330332775,6
550017,131855,0345301110,7
550018,131855,0345387651,5
550029,131855,0385490992,7
550049,131855,0552131059,10
550057,131855,0552143774,7
550078,131855,0553271636,9
550144,131855,0743412028,7
550196,131855,076790592X,8
550658,132083,014023313X,10
550659,132083,014028009X,10
550665,132083,0156007754,8
550692,132083,0345438329,10
550694,132083,0345443284,10
550718,132083,0385504209,5
550738,132083,0446530522,8
550741,132083,0446675059,10
550978,132171,0375727345,9
550981,132171,0380807343,10
550983,132171,0385503822,6
550986,132171,0440414806,10
550992,132171,0449003795,6
550995,132171,0452282152,8
551010,132173,0312263120,6
551032,132173,0345435249,4
551089,132173,0440241162,7
551117,132173,0515133973,8
551120,132173,0553265741,8
551206,132199,0142001740,6
551207,132199,0312199430,8
551214,132199,0373484410,8
551217,132199,0385498802,7
551222,132199,0446364193,9
551229,132199,0670880728,10
551252,132199,1573221937,2
551359,132282,0345441036,9
551361,132282,0425144429,6
551364,132282,0451156609,8
551365,132282,0451166582,9
551366,132282,0451167317,7
551367,132282,0451172817,9
551368,132282,0451180232,10
551376,132282,0684835983,6
551378,132282,0743457358,10
551379,132282,0743467523,7
551381,132282,0786868716,7
551565,132375,0060934417,8
551574,132375,0316569321,5
551577,132375,0316781266,5
551580,132375,0345378482,6
551581,132375,0345446860,10
551583,132375,0375700757,7
551594,132375,0385490992,10
551600,132375,0425172546,10
551609,132375,0446364800,10
551612,132375,0446605484,10
551613,132375,0446611212,10
551614,132375,0446679593,10
551615,132375,0449003795,10
551616,132375,0449005615,10
551617,132375,0449907481,10
551634,132375,0679745203,10
551646,132375,0767902521,10
551647,132375,076790592X,10
551650,132375,0805063897,10
551656,132375,0971880107,5
551707,132392,0060931418,7
551708,132392,0060959037,9
551709,132392,0345342968,9
551710,132392,0345350499,9
551711,132392,0345417623,7
551713,132392,0345446860,6
551714,132392,0375726403,7
551716,132392,0385484518,7
551719,132392,0452282829,6
551720,132392,0553278223,9
551722,132392,0671003755,8
553241,132930,0060915544,9
553242,132930,0060959037,9
553249,132930,0156027321,8
553251,132930,0345424719,7
553255,132930,0375725784,6
553258,132930,0425152251,7
553261,132930,0451169530,8
553262,132930,0452264464,9
553264,132930,0452282152,9
553265,132930,0552143774,7
553266,132930,0553580930,8
553271,132930,067168390X,10
553274,132930,067976397X,9
553276,132930,0684862719,7
553280,132930,074322535X,8
553282,132930,0804115761,9
553654,133258,0060915544,7
553655,133258,0060959037,8
553658,133258,0312195516,8
553659,133258,0312244266,8
